Date,game_id,game_pk,pitcher_name,retroID_pitcher,fangraphsID_pitcher,mlbID_pitcher,brefID_pitcher,fgTeam_pitcher,mlbTeam_pitcher,fgTeam_batter,mlbTeam_batter,GS,W,L,SV,HLD,IP,TBF,H,R,ER,HR,BB,SO,BABIP,ERA,FIP,xFIP,Hper9,HRper9,Kper9,BBper9,Innings,Year,balls,strikes,cluster,classified
6/21/2019,LAN201906210,565839,Walker Buehler,buehw001,19374,621111,buehlwa01,LAD,LAD,COL,COL,1,1,0,0,0,9,30,3,2,2,2,0,16,0.083,2,2.55,1.43,3,2,16,0,9,2019,28,83,1,Good Start
6/21/2019,LAN201906210,565839,German Marquez,marqg001,15038,608566,marquge01,COL,COL,LAD,LAD,1,0,0,0,0,8,29,5,2,1,1,0,8,0.2,1.13,2.84,3.45,5.62,1.12,9,0,8,2019,30,63,1,Good Start
6/23/2019,LAN201906230,565841,Kenta Maeda,maedk001,18498,628317,maedake01,LAD,LAD,COL,COL,1,0,0,0,0,7,30,7,2,2,1,2,6,0.286,2.57,4.21,4.63,9,1.29,7.71,2.57,7,2019,24,62,1,Good Start
7/3/2019,LAN201907030,565843,Walker Buehler,buehw001,19374,621111,buehlwa01,LAD,LAD,ARI,ARI,1,0,0,0,0,7,30,9,3,3,1,0,9,0.4,3.86,2.5,3.2,11.57,1.29,11.57,0,7,2019,23,83,1,Good Start
7/5/2019,LAN201907050,565845,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,SDP,SD,1,0,0,0,0,7,29,5,2,1,0,1,9,0.278,1.29,1.5,2.64,6.43,0,11.57,1.29,7,2019,28,68,1,Good Start
7/6/2019,LAN201907060,565846,Kenta Maeda,maedk001,18498,628317,maedake01,LAD,LAD,SDP,SD,1,0,1,0,0,7.2,28,4,3,3,2,1,6,0.111,3.52,5.82,3.99,4.7,2.35,7.04,1.17,7.67,2019,33,68,1,Good Start
7/19/2019,LAN201907190,565848,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,MIA,MIA,1,1,0,0,0,7,29,4,1,1,0,3,7,0.222,1.29,2.93,3.78,5.14,0,9,3.86,7,2019,41,61,1,Good Start
8/1/2019,LAN201908010,565853,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,SDP,SD,1,1,0,0,0,6,27,6,2,2,1,5,5,0.313,3,6.21,6.37,9,1.5,7.5,7.5,6,2019,38,49,2,Bad Start
8/3/2019,LAN201908030,565855,Walker Buehler,buehw001,19374,621111,buehlwa01,LAD,LAD,SDP,SD,1,1,0,0,0,9,31,5,1,1,1,0,15,0.267,1,1.33,0.54,5,1,15,0,9,2019,30,80,1,Good Start
8/11/2019,LAN201908110,565862,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,ARI,ARI,1,1,0,0,0,7,27,5,0,0,0,1,4,0.238,0,2.93,3.78,6.43,0,5.14,1.29,7,2019,33,58,1,Good Start
8/11/2019,LAN201908110,565862,Mike Leake,leakm001,10130,502190,leakemi01,ARI,ARI,LAD,LAD,1,0,1,0,0,5,27,10,8,8,4,2,2,0.333,14.4,14.61,7.4,18,7.2,3.6,3.6,5,2019,25,61,2,Bad Start
3/31/2019,MIA201903310,567362,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,COL,COL,1,1,0,0,0,8,27,4,0,0,0,0,6,0.19,0,1.71,2.71,4.5,0,6.75,0,8,2019,26,66,1,Good Start
4/12/2019,MIA201904120,567366,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,PHI,PHI,1,0,1,0,0,5,27,11,6,6,0,2,6,0.579,10.8,2.01,5.2,19.8,0,10.8,3.6,5,2019,32,61,2,Bad Start
4/12/2019,MIA201904120,567366,Jake Arrieta,arrij001,4153,453562,arrieja01,PHI,PHI,MIA,MIA,1,1,0,0,0,7,27,5,1,1,0,1,8,0.294,1.29,1.79,3.21,6.43,0,10.29,1.29,7,2019,32,76,1,Good Start
4/14/2019,MIA201904140,567368,Jose Urena,urenj001,11589,570632,urenajo01,MIA,MIA,PHI,PHI,1,0,0,0,0,7,27,7,1,1,1,0,7,0.316,1.29,3.07,2.63,9,1.29,9,0,7,2019,36,66,1,Good Start
4/16/2019,MIA201904160,567370,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,MIA,MIA,1,1,0,0,0,7,27,6,0,0,0,0,7,0.3,0,1.21,2.35,7.71,0,9,0,7,2019,28,63,1,Good Start
4/19/2019,MIA201904190,567372,Anibal Sanchez,sanca004,3284,434671,sanchan01,WSN,WSH,MIA,MIA,1,0,1,0,0,5.1,27,5,3,3,0,4,6,0.294,5.06,3.21,4.71,8.44,0,10.12,6.75,5.33,2019,38,52,2,Bad Start
4/20/2019,MIA201904200,567373,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,MIA,MIA,1,0,1,0,0,5.1,27,11,7,6,1,0,9,0.588,10.13,2.28,1.7,18.56,1.69,15.19,0,5.33,2019,31,77,2,Bad Start
4/21/2019,MIA201904210,567374,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,MIA,MIA,1,1,0,0,0,8,27,2,0,0,0,2,11,0.143,0,1.21,1.71,2.25,0,12.38,2.25,8,2019,37,67,1,Good Start
4/30/2019,MIA201904300,567375,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,CLE,CLE,1,0,1,0,0,5.1,27,7,6,4,2,3,1,0.238,6.75,9.4,7.51,11.81,3.38,1.69,5.06,5.33,2019,37,59,2,Bad Start
4/30/2019,MIA201904300,567375,Trevor Bauer,bauet001,12703,545333,bauertr01,CLE,CLE,MIA,MIA,1,1,0,0,0,7,30,4,4,4,1,4,10,0.214,5.14,4.36,3.07,5.14,1.29,12.86,5.14,7,2019,41,64,1,Good Start
5/4/2019,MIA201905040,567378,Mike Soroka,sorom001,18383,647336,sorokmi01,ATL,ATL,MIA,MIA,1,1,0,0,0,7,30,3,2,0,0,2,6,0.143,0,2.79,3.64,3.86,0,7.71,2.57,7,2019,29,60,1,Good Start
5/17/2019,MIA201905170,567382,Trevor Richards,richt001,19309,670950,richatr01,MIA,MIA,NYM,NYM,1,1,0,0,0,6.1,27,6,3,3,2,3,4,0.222,4.26,7.48,5.88,8.53,2.84,5.68,4.26,6.33,2019,33,55,2,Bad Start
5/19/2019,MIA201905190,567384,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,NYM,NYM,1,1,0,0,0,9,28,2,0,0,0,1,8,0.105,0,1.77,2.43,2,0,8,1,9,2019,34,55,1,Good Start
6/7/2019,MIA201906070,567388,Mike Soroka,sorom001,18383,647336,sorokmi01,ATL,ATL,MIA,MIA,1,1,0,0,0,8,28,3,1,1,0,2,6,0.15,1.13,2.46,2.71,3.38,0,6.75,2.25,8,2019,32,67,1,Good Start
6/8/2019,MIA201906080,567389,Trevor Richards,richt001,19309,670950,richatr01,MIA,MIA,ATL,ATL,1,0,1,0,0,7,27,2,1,1,0,3,5,0.118,1.29,3.93,5.92,2.57,0,6.43,3.86,7,2019,35,60,1,Good Start
6/15/2019,MIA201906150,567395,Pablo Lopez,lopep002,17085,641154,lopezpa01,MIA,MIA,PIT,PIT,1,1,0,0,0,7,27,7,3,3,0,1,4,0.318,3.86,2.5,3.64,9,0,5.14,1.29,7,2019,31,59,1,Good Start
6/16/2019,MIA201906160,567396,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,PIT,PIT,1,0,0,0,0,6,28,8,3,3,0,2,6,0.4,4.5,2.21,4.2,12,0,9,3,6,2019,26,59,2,Bad Start
6/25/2019,MIA201906250,567397,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,MIA,MIA,1,1,0,0,0,8,29,5,1,1,0,0,10,0.278,1.13,1.09,2.58,5.62,0,11.25,0,8,2019,23,71,1,Good Start
6/27/2019,MIA201906270,567399,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,WSN,WSH,1,0,1,0,0,6,27,7,6,6,3,1,1,0.19,9,10.38,7.86,10.5,4.5,1.5,1.5,6,2019,35,55,2,Bad Start
6/27/2019,MIA201906270,567399,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,MIA,MIA,1,1,0,0,0,7,29,7,4,4,0,0,4,0.292,5.14,2.5,4.2,9,0,5.14,0,7,2019,36,75,1,Good Start
6/29/2019,MIA201906290,567401,Zach Eflin,efliz001,13774,621107,eflinza01,PHI,PHI,MIA,MIA,1,0,0,0,0,6,27,8,3,3,1,1,3,0.318,4.5,4.88,4.37,12,1.5,4.5,1.5,6,2019,32,57,2,Bad Start
6/30/2019,MIA201906300,567402,Jake Arrieta,arrij001,4153,453562,arrieja01,PHI,PHI,MIA,MIA,1,1,0,0,0,6,27,8,4,4,1,1,6,0.368,6,3.88,2.71,12,1.5,9,1.5,6,2019,24,69,2,Bad Start
7/14/2019,MIA201907140,567405,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,NYM,NYM,1,0,1,0,0,6,31,9,4,4,1,2,6,0.381,6,4.88,5.03,13.5,1.5,9,3,6,2019,27,70,2,Bad Start
7/29/2019,MIA201907290,567412,Caleb Smith,smitc006,14875,592761,smithca03,MIA,MIA,ARI,ARI,1,1,0,0,0,7,27,4,4,4,1,1,9,0.2,5.14,3.36,3.77,5.14,1.29,11.57,1.29,7,2019,31,75,1,Good Start
7/29/2019,MIA201907290,567412,Merrill Kelly,kellm002,11156,518876,kellyme01,ARI,ARI,MIA,MIA,1,0,1,0,0,6,27,7,7,7,2,2,4,0.263,10.5,7.21,5.86,10.5,3,6,3,6,2019,34,60,2,Bad Start
8/1/2019,MIA201908010,567415,Michael Pineda,pinem001,5372,501381,pinedmi01,MIN,MIN,MIA,MIA,1,0,0,0,0,6,27,7,1,1,0,1,3,0.304,1.5,2.71,5.37,10.5,0,4.5,1.5,6,2019,22,58,2,Bad Start
8/10/2019,MIA201908100,567418,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,ATL,ATL,1,0,0,0,0,7.2,29,5,3,3,0,2,6,0.238,3.52,2.43,4.51,5.87,0,7.04,2.35,7.67,2019,28,78,1,Good Start
8/11/2019,MIA201908110,567419,Mike Foltynewicz,foltm001,10811,592314,foltymi01,ATL,ATL,MIA,MIA,1,1,0,0,0,6,28,8,4,4,0,2,7,0.421,6,1.88,3.87,12,0,10.5,3,6,2019,35,72,2,Bad Start
8/14/2019,MIA201908140,567421,Elieser Hernandez,herne002,16933,622694,hernael01,MIA,MIA,LAD,LAD,1,0,1,0,0,6,28,8,6,6,4,1,7,0.267,9,10.55,5.86,12,6,10.5,1.5,6,2019,30,62,2,Bad Start
9/8/2019,MIA201909080,567432,Sandy Alcantara,alcas001,18684,645261,alcansa01,MIA,MIA,KCR,KC,1,1,0,0,0,9,32,4,0,0,0,2,8,0.182,0,2.1,3.87,4,0,8,2,9,2019,28,74,1,Good Start
9/21/2019,MIA201909210,567438,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,MIA,MIA,1,0,0,0,0,7,28,3,0,0,0,3,6,0.167,0,3.21,4.07,3.86,0,7.71,3.86,7,2019,41,68,1,Good Start
4/4/2019,OAK201904040,566093,Brett Anderson,andeb004,8223,474463,anderbr04,OAK,OAK,BOS,BOS,1,1,0,0,0,5.1,27,8,3,3,1,4,3,0.368,5.06,6.78,6.95,13.5,1.69,5.06,6.75,5.33,2019,39,62,2,Bad Start
4/19/2019,OAK201904190,566096,Marcus Stroman,strom001,13431,573186,stromma01,TOR,TOR,OAK,OAK,1,1,0,0,0,8,32,6,1,1,0,2,6,0.25,1.13,2.46,4.2,6.75,0,6.75,2.25,8,2019,40,69,1,Good Start
4/23/2019,OAK201904230,566100,Frankie Montas,montf001,14309,593423,montafr02,OAK,OAK,TEX,TEX,1,1,0,0,0,5.2,27,9,3,3,0,2,6,0.474,4.76,2.16,2.86,14.29,0,9.53,3.18,5.67,2019,39,68,2,Bad Start
5/7/2019,OAK201905070,566102,Mike Fiers,fierm001,7754,571666,fiersmi01,OAK,OAK,CIN,CIN,1,1,0,0,0,9,29,0,0,0,0,2,6,0,0,2.55,4.98,0,0,6,2,9,2019,48,83,1,Good Start
5/8/2019,OAK201905080,566103,Brett Anderson,andeb004,8223,474463,anderbr04,OAK,OAK,CIN,CIN,1,0,0,0,0,6,27,5,4,4,0,5,0,0.227,6,5.71,7.7,7.5,0,0,7.5,6,2019,42,54,2,Bad Start
5/9/2019,OAK201905090,566104,Chris Bassitt,bassc001,12304,605135,bassich01,OAK,OAK,CIN,CIN,1,0,1,0,0,7.2,29,7,3,3,2,1,9,0.294,3.52,4.65,2.81,8.22,2.35,10.57,1.17,7.67,2019,24,69,1,Good Start
5/11/2019,OAK201905110,566106,Trevor Bauer,bauet001,12703,545333,bauertr01,CLE,CLE,OAK,OAK,1,0,0,0,0,7,27,2,2,0,0,3,10,0.143,0,1.64,3.92,2.57,0,12.86,3.86,7,2019,45,77,1,Good Start
6/1/2019,OAK201906010,566115,Justin Verlander,verlj001,8700,434378,verlaju01,HOU,HOU,OAK,OAK,1,1,0,0,0,8,30,4,1,1,1,2,8,0.158,1.13,3.59,3.95,4.5,1.12,9,2.25,8,2019,37,77,1,Good Start
6/14/2019,OAK201906140,566117,Chris Bassitt,bassc001,12304,605135,bassich01,OAK,OAK,SEA,SEA,1,0,1,0,0,5.2,27,5,4,3,0,4,4,0.263,4.76,3.92,6.03,7.94,0,6.35,6.35,5.67,2019,40,66,2,Bad Start
6/14/2019,OAK201906140,566117,Marco Gonzales,gonzm005,15467,594835,gonzama02,SEA,SEA,OAK,OAK,1,1,0,0,0,7,29,7,2,1,0,2,3,0.292,1.29,3.21,5.77,9,0,3.86,2.57,7,2019,40,75,1,Good Start
6/16/2019,OAK201906160,566119,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,OAK,OAK,1,1,0,0,0,7,28,7,3,2,2,0,7,0.263,2.57,4.93,3.77,9,2.57,9,0,7,2019,30,67,1,Good Start
6/20/2019,OAK201906200,566123,Frankie Montas,montf001,14309,593423,montafr02,OAK,OAK,TBR,TB,1,0,0,0,0,8,28,4,1,1,1,0,9,0.167,1.13,2.59,2.46,4.5,1.12,10.12,0,8,2019,28,65,1,Good Start
6/22/2019,OAK201906220,566125,Mike Fiers,fierm001,7754,571666,fiersmi01,OAK,OAK,TBR,TB,1,0,0,0,0,6,27,4,1,1,0,3,2,0.211,1.5,5.55,7.87,6,0,3,4.5,6,2019,32,61,1,Good Start
7/12/2019,OAK201907120,566130,Mike Fiers,fierm001,7754,571666,fiersmi01,OAK,OAK,CHW,CWS,1,1,0,0,0,7.2,31,8,0,0,0,1,4,0.308,0,2.56,4.38,9.39,0,4.7,1.17,7.67,2019,34,77,1,Good Start
7/27/2019,OAK201907270,566137,Homer Bailey,bailh001,8362,456701,baileho02,OAK,OAK,TEX,TEX,1,1,0,0,0,6.2,28,7,3,3,0,1,7,0.35,4.05,1.56,3.35,9.45,0,9.45,1.35,6.67,2019,34,71,1,Good Start
7/31/2019,OAK201907310,566140,Brett Anderson,andeb004,8223,474463,anderbr04,OAK,OAK,MIL,MIL,1,0,1,0,0,7,28,8,3,3,1,0,3,0.292,3.86,4.21,4.35,10.29,1.29,3.86,0,7,2019,32,63,1,Good Start
8/1/2019,OAK201908010,566141,Homer Bailey,bailh001,8362,456701,baileho02,OAK,OAK,MIL,MIL,1,0,0,0,0,6,27,5,2,2,0,3,5,0.263,3,3.05,5.7,7.5,0,7.5,4.5,6,2019,40,61,2,Bad Start
8/17/2019,OAK201908170,566146,Chris Bassitt,bassc001,12304,605135,bassich01,OAK,OAK,HOU,HOU,1,1,0,0,0,6,27,8,3,3,1,2,4,0.35,4.5,5.05,5.53,12,1.5,6,3,6,2019,45,71,2,Bad Start
8/18/2019,OAK201908180,566147,Zack Greinke,greiz001,1943,425844,greinza01,HOU,HOU,OAK,OAK,1,1,0,0,0,7,27,4,1,1,1,3,6,0.176,1.29,4.64,4.77,5.14,1.29,7.71,3.86,7,2019,32,59,1,Good Start
8/22/2019,OAK201908220,566150,Masahiro Tanaka,tanam001,15764,547888,tanakma01,NYY,NYY,OAK,OAK,1,0,1,0,0,6,27,8,5,5,0,2,5,0.4,7.5,2.55,3.21,12,0,7.5,3,6,2019,37,72,2,Bad Start
9/4/2019,OAK201909040,566154,Tanner Roark,roart001,8753,543699,roarkta01,OAK,OAK,LAA,LAA,1,1,0,0,0,6.2,28,5,0,0,0,2,6,0.25,0,2.31,3.81,6.75,0,8.1,2.7,6.67,2019,39,74,1,Good Start
3/28/2019,TBA201903280,566664,Justin Verlander,verlj001,8700,434378,verlaju01,HOU,HOU,TBR,TB,1,1,0,0,0,7,27,3,1,1,1,1,9,0.143,1.29,3.79,2.5,3.86,1.29,11.57,1.29,7,2019,28,74,1,Good Start
4/1/2019,TBA201904010,566668,Chad Bettis,bettc001,10587,518452,bettich01,COL,COL,TBR,TB,1,0,1,0,0,5.2,27,7,6,6,2,2,5,0.278,9.53,7.1,3.91,11.12,3.18,7.94,3.18,5.67,2019,32,59,2,Bad Start
4/3/2019,TBA201904030,566670,German Marquez,marqg001,15038,608566,marquge01,COL,COL,TBR,TB,1,0,0,0,0,7,27,3,0,0,0,3,7,0.176,0,2.5,4.77,3.86,0,9,3.86,7,2019,32,59,1,Good Start
4/16/2019,TBA201904160,566671,Tyler Glasnow,glast001,14374,607192,glasnty01,TBR,TB,BAL,BAL,1,1,0,0,0,7,27,7,2,2,0,0,3,0.292,2.57,2.36,4.63,9,0,3.86,0,7,2019,26,61,1,Good Start
4/22/2019,TBA201904220,566677,Brad Keller,kellb003,15734,641745,kellebr01,KCR,KC,TBR,TB,1,0,1,0,0,6.1,27,7,5,5,1,3,3,0.3,7.11,5.74,5.57,9.95,1.42,4.26,4.26,6.33,2019,43,63,2,Bad Start
5/31/2019,TBA201905310,566692,Jose Berrios,berrj001,14168,621244,berrijo01,MIN,MIN,TBR,TB,1,0,0,0,0,6.2,27,3,3,3,1,3,8,0.143,4.05,4.56,4.11,4.05,1.35,10.8,4.05,6.67,2019,35,64,1,Good Start
6/2/2019,TBA201906020,566694,Ryan Yarbrough,yarbr001,16502,642232,yarbrry01,TBR,TB,MIN,MIN,1,0,1,0,0,7,31,10,7,7,0,2,4,0.435,9,3.79,4.92,12.86,0,5.14,2.57,7,2019,35,57,2,Bad Start
6/12/2019,TBA201906120,566697,Brett Anderson,andeb004,8223,474463,anderbr04,OAK,OAK,TBR,TB,1,0,0,0,0,6.1,27,7,2,2,0,1,4,0.333,2.84,2.9,4.15,9.95,0,5.68,1.42,6.33,2019,30,63,1,Good Start
6/28/2019,TBA201906280,566702,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,TBR,TB,1,1,0,0,0,8,28,3,0,0,0,1,10,0.176,0,1.09,3.08,3.38,0,11.25,1.12,8,2019,39,73,1,Good Start
7/3/2019,TBA201907030,566707,John Means,meanj001,16269,607644,meansjo01,BAL,BAL,TBR,TB,1,0,0,0,0,7,27,6,3,2,1,0,5,0.238,2.57,3.64,5.2,7.71,1.29,6.43,0,7,2019,27,71,1,Good Start
7/5/2019,TBA201907050,566709,Masahiro Tanaka,tanam001,15764,547888,tanakma01,NYY,NYY,TBR,TB,1,0,0,0,0,6.1,27,6,4,4,2,2,5,0.222,5.68,6.69,5.41,8.53,2.84,7.11,2.84,6.33,2019,33,68,2,Bad Start
7/6/2019,TBA201907060,566710,CC Sabathia,sabac001,404,282332,sabatc.01,NYY,NYY,TBR,TB,1,0,0,0,0,7,28,6,3,3,1,2,5,0.263,3.86,4.93,4.78,7.71,1.29,6.43,2.57,7,2019,31,58,1,Good Start
7/19/2019,TBA201907190,566712,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,TBR,TB,1,1,0,0,0,7,28,6,2,2,0,1,8,0.316,2.57,1.36,2.78,7.71,0,10.29,1.29,7,2019,34,68,1,Good Start
7/20/2019,TBA201907200,566713,Lucas Giolito,gioll001,15474,608337,giolilu01,CHW,CWS,TBR,TB,1,0,0,0,0,6.2,27,7,1,1,1,1,9,0.375,1.35,2.91,3.05,9.45,1.35,12.15,1.35,6.67,2019,29,72,1,Good Start
8/5/2019,TBA201908050,566720,Charlie Morton,mortc002,4676,450203,mortoch02,TBR,TB,TOR,TOR,1,0,1,0,0,7,28,7,2,2,1,0,9,0.333,2.57,2.5,2.06,9,1.29,11.57,0,7,2019,36,71,1,Good Start
9/2/2019,TBA201909020,566732,Asher Wojciechowski,wojca001,10836,592879,wojcias01,BAL,BAL,TBR,TB,1,0,0,0,0,7,28,5,4,4,1,1,5,0.2,5.14,4.5,4.92,6.43,1.29,6.43,1.29,7,2019,35,60,1,Good Start
9/7/2019,TBA201909070,566737,Charlie Morton,mortc002,4676,450203,mortoch02,TBR,TB,TOR,TOR,1,0,0,0,0,6,27,5,3,3,0,2,10,0.385,4.5,1.88,3.21,7.5,0,15,3,6,2019,28,64,2,Bad Start
4/10/2018,CHN201804100,529555,Ivan Nova,novai001,1994,467100,novaiv01,PIT,PIT,CHC,CHC,1,1,0,0,0,7,28,7,3,3,2,0,6,0.263,3.86,5.59,4,9,2.57,7.71,0,7,2018,36,66,1,Good Start
4/12/2018,CHN201804120,529594,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,PIT,PIT,1,0,1,0,0,6,27,5,2,2,2,3,7,0.2,3,6.66,4.53,7.5,3,10.5,4.5,6,2018,34,57,2,Bad Start
4/13/2018,CHN201804130,529598,Yu Darvish,darvy001,13074,506433,darviyu01,CHC,CHC,ATL,ATL,1,0,1,0,0,4.2,27,9,4,4,1,4,4,0.444,7.71,6.8,5.43,17.36,1.93,7.71,7.71,4.67,2018,44,61,2,Bad Start
4/14/2018,CHN201804140,529613,Sean Newcomb,newcs001,16943,656794,newcose01,ATL,ATL,CHC,CHC,1,0,0,0,0,5.1,27,6,3,2,1,4,7,0.333,3.38,5.22,4.64,10.12,1.69,11.81,6.75,5.33,2018,44,65,2,Bad Start
4/30/2018,CHN201804300,529830,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,COL,COL,1,0,0,0,0,5.2,27,5,2,0,0,3,5,0.278,0,3.51,4.68,7.94,0,7.94,4.76,5.67,2018,45,61,2,Bad Start
4/30/2018,CHN201804300,529830,Kyle Freeland,freek001,16256,607536,freelky01,COL,COL,CHC,CHC,1,0,1,0,0,7,27,6,3,3,0,1,5,0.286,3.86,2.16,3.34,7.71,0,6.43,1.29,7,2018,38,61,1,Good Start
5/1/2018,CHN201805010,529844,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,COL,COL,1,0,1,0,0,7.2,28,4,3,3,3,2,5,0.056,3.52,7.73,4.36,4.7,3.52,5.87,2.35,7.67,2018,41,63,1,Good Start
5/7/2018,CHN201805070,529928,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,MIA,MIA,1,1,0,0,0,8,28,6,2,2,0,0,3,0.24,2.25,2.41,3.65,6.75,0,3.38,0,8,2018,30,68,1,Good Start
5/12/2018,CHN201805120,529989,James Shields,shiej002,7059,448306,shielja02,CHW,CWS,CHC,CHC,1,0,1,0,0,6,28,7,5,5,1,3,4,0.3,7.5,5.49,5.81,10.5,1.5,6,4.5,6,2018,38,62,2,Bad Start
5/14/2018,CHN201805140,529628,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,ATL,ATL,1,0,1,0,0,4.2,28,9,6,6,3,3,6,0.375,11.57,10.88,5,17.36,5.79,11.57,5.79,4.67,2018,42,57,2,Bad Start
6/5/2018,CHN201806050,530315,Zach Eflin,efliz001,13774,621107,eflinza01,PHI,PHI,CHC,CHC,1,1,0,0,0,7.2,31,8,1,1,0,1,2,0.286,1.17,3.03,5.62,9.39,0,2.35,1.17,7.67,2018,33,72,1,Good Start
6/20/2018,CHN201806200,530509,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,LAD,LAD,1,1,0,0,0,7,28,5,0,0,0,3,1,0.208,0,4.16,6.76,6.43,0,1.29,3.86,7,2018,49,70,1,Good Start
7/1/2018,CHN201807010,530663,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,MIN,MIN,1,1,0,0,0,5,28,9,4,2,1,3,5,0.421,3.6,5.56,5.27,16.2,1.8,9,5.4,5,2018,35,65,2,Bad Start
7/3/2018,CHN201807030,530683,Michael Fulmer,fulmm001,13218,605242,fulmemi01,DET,DET,CHC,CHC,1,0,0,0,0,6,27,7,3,3,0,3,5,0.368,4.5,2.99,4.65,10.5,0,7.5,4.5,6,2018,38,62,2,Bad Start
7/4/2018,CHN201807040,530698,Francisco Liriano,lirif001,3201,434538,liriafr01,DET,DET,CHC,CHC,1,0,1,0,0,6,27,5,3,3,2,5,5,0.2,4.5,8.33,6.2,7.5,3,7.5,7.5,6,2018,49,58,2,Bad Start
7/6/2018,CHN201807060,530720,Tyler Mahle,mahlt001,16358,641816,mahlety01,CIN,CIN,CHC,CHC,1,1,0,0,0,6.2,27,5,1,1,0,2,4,0.238,1.35,2.86,4.1,6.75,0,5.4,2.7,6.67,2018,32,70,1,Good Start
7/7/2018,CHN201807070,530735,Tyler Chatwood,chatt001,4338,543022,chatwty01,CHC,CHC,CIN,CIN,1,0,0,0,0,5.2,30,9,7,7,1,4,4,0.381,11.12,6.16,5.03,14.29,1.59,6.35,6.35,5.67,2018,48,72,2,Bad Start
7/7/2018,CHN201807070,530735,Matt Harvey,harvm001,11713,518774,harvema01,CIN,CIN,CHC,CHC,1,0,0,0,0,5.2,28,9,3,2,0,1,4,0.409,3.18,2.81,5.43,14.29,0,6.35,1.59,5.67,2018,33,60,2,Bad Start
7/22/2018,CHN201807220,530902,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,STL,STL,1,1,0,0,0,7,30,6,2,2,0,4,6,0.3,2.57,3.16,5.28,7.71,0,7.71,5.14,7,2018,51,70,1,Good Start
7/24/2018,CHN201807240,530916,Clay Buchholz,buchc001,3543,453329,buchhcl01,ARI,ARI,CHC,CHC,1,1,0,0,0,6.2,27,6,1,1,1,2,5,0.263,1.35,4.51,4.05,8.1,1.35,6.75,2.7,6.67,2018,29,65,1,Good Start
8/11/2018,CHN201808110,531171,Tanner Roark,roart001,8753,543699,roarkta01,WSN,WSH,CHC,CHC,1,1,0,0,0,7.2,32,9,2,2,0,1,7,0.391,2.35,2.12,3.41,10.57,0,8.22,1.17,7.67,2018,42,75,1,Good Start
8/15/2018,CHN201808150,531217,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,MIL,MIL,1,1,0,0,0,6,27,7,4,4,0,2,8,0.412,6,1.49,2.87,10.5,0,12,3,6,2018,29,64,2,Bad Start
8/23/2018,CHN201808230,531320,Cole Hamels,hamec001,4972,430935,hamelco01,CHC,CHC,CIN,CIN,1,1,0,0,0,9,33,8,1,1,0,2,7,0.333,1,2.27,3.19,8,0,7,2,9,2018,38,76,1,Good Start
8/23/2018,CHN201808230,531320,Anthony DeSclafani,desca001,13050,543101,desclan01,CIN,CIN,CHC,CHC,1,0,1,0,0,6,28,8,5,4,2,1,5,0.3,6,6.33,4.2,12,3,7.5,1.5,6,2018,29,58,2,Bad Start
8/27/2018,CHN201808270,531375,Noah Syndergaard,syndn001,11762,592789,syndeno01,NYM,NYM,CHC,CHC,1,0,0,0,0,6,29,9,4,4,0,3,6,0.45,6,2.66,3.76,13.5,0,9,4.5,6,2018,37,65,2,Bad Start
8/28/2018,CHN201808280,531387,Jacob deGrom,degrj001,10954,594798,degroja01,NYM,NYM,CHC,CHC,1,0,0,0,0,8,32,8,1,1,0,1,10,0.381,1.13,1.04,1.66,9,0,11.25,1.12,8,2018,30,79,1,Good Start
