Date,game_id,game_pk,pitcher_name,retroID_pitcher,fangraphsID_pitcher,mlbID_pitcher,brefID_pitcher,fgTeam_pitcher,mlbTeam_pitcher,fgTeam_batter,mlbTeam_batter,GS,W,L,SV,HLD,IP,TBF,H,R,ER,HR,BB,SO,BABIP,ERA,FIP,xFIP,Hper9,HRper9,Kper9,BBper9,Innings,Year,balls,strikes,cluster,classified
4/20/2018,LAN201804200,529705,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,WSN,WSH,1,0,1,0,0,7,29,9,4,4,0,0,4,0.36,5.14,2.02,3.2,11.57,0,5.14,0,7,2018,21,64,1,Good Start
4/21/2018,LAN201804210,529720,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,LAD,LAD,1,0,1,0,0,7,28,5,2,2,2,2,10,0.231,2.57,5.3,3.24,6.43,2.57,12.86,2.57,7,2018,34,73,1,Good Start
5/12/2018,LAN201805120,529990,Homer Bailey,bailh001,8362,456701,baileho02,CIN,CIN,LAD,LAD,1,1,0,0,0,5,27,10,3,3,1,2,4,0.45,5.4,5.36,5.07,18,1.8,7.2,3.6,5,2018,29,52,2,Bad Start
5/13/2018,LAN201805130,530005,Rich Hill,hillr001,4806,448179,hillri01,LAD,LAD,CIN,CIN,1,0,1,0,0,5.2,28,6,3,2,1,4,4,0.263,3.18,6.16,5.91,9.53,1.59,6.35,6.35,5.67,2018,35,63,2,Bad Start
5/21/2018,LAN201805210,530110,German Marquez,marqg001,15038,608566,marquge01,COL,COL,LAD,LAD,1,1,0,0,0,7,27,2,1,1,1,2,5,0.056,1.29,4.88,5.61,2.57,1.29,6.43,2.57,7,2018,32,62,1,Good Start
5/23/2018,LAN201805230,530136,Kyle Freeland,freek001,16256,607536,freelky01,COL,COL,LAD,LAD,1,0,1,0,0,6.1,28,6,3,3,0,3,3,0.286,4.26,4.11,5.41,8.53,0,4.26,4.26,6.33,2018,34,61,2,Bad Start
5/29/2018,LAN201805290,530222,Jake Arrieta,arrij001,4153,453562,arrieja01,PHI,PHI,LAD,LAD,1,1,0,0,0,7,27,6,0,0,0,2,5,0.3,0,2.59,3.77,7.71,0,6.43,2.57,7,2018,41,62,1,Good Start
5/30/2018,LAN201805300,530237,Ross Stripling,strir001,13273,548389,stripro01,LAD,LAD,PHI,PHI,1,1,0,0,0,7,27,4,1,1,1,2,9,0.2,1.29,3.3,2.86,5.14,1.29,11.57,2.57,7,2018,31,61,1,Good Start
6/16/2018,LAN201806160,530462,Madison Bumgarner,bumgm001,5524,518516,bumgama01,SFG,SF,LAD,LAD,1,0,1,0,0,6,27,5,3,3,2,4,3,0.167,4.5,8.49,6.36,7.5,3,4.5,6,6,2018,48,64,2,Bad Start
6/27/2018,LAN201806270,530600,Alex Wood,wooda002,13781,622072,woodal02,LAD,LAD,CHC,CHC,1,1,0,0,0,7,27,7,3,2,1,0,6,0.3,2.57,3.3,3.1,9,1.29,7.71,0,7,2018,31,62,1,Good Start
6/28/2018,LAN201806280,530614,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,LAD,LAD,1,0,0,0,0,5.1,27,7,3,3,1,3,4,0.333,5.06,6.35,5.77,11.81,1.69,6.75,5.06,5.33,2018,27,53,2,Bad Start
6/29/2018,LAN201806290,530627,Rich Hill,hillr001,4806,448179,hillri01,LAD,LAD,COL,COL,1,0,1,0,0,6.2,27,6,1,1,1,0,10,0.357,1.35,3.01,1.8,8.1,1.35,13.5,0,6.67,2018,24,86,1,Good Start
6/29/2018,LAN201806290,530627,Tyler Anderson,andet002,12880,542881,anderty01,COL,COL,LAD,LAD,1,1,0,0,0,8,27,4,0,0,0,1,8,0.222,0,1.54,3.6,4.5,0,9,1.12,8,2018,31,65,1,Good Start
6/30/2018,LAN201806300,530642,Kenta Maeda,maedk001,18498,628317,maedake01,LAD,LAD,COL,COL,1,0,1,0,0,7,28,5,3,2,1,2,9,0.25,2.57,3.3,3.1,6.43,1.29,11.57,2.57,7,2018,32,65,1,Good Start
7/1/2018,LAN201807010,530657,Ross Stripling,strir001,13273,548389,stripro01,LAD,LAD,COL,COL,1,0,0,0,0,6,27,9,4,4,1,1,7,0.444,6,3.49,2.15,13.5,1.5,10.5,1.5,6,2018,33,59,2,Bad Start
7/14/2018,LAN201807140,530831,Alex Wood,wooda002,13781,622072,woodal02,LAD,LAD,LAA,LAA,1,0,0,0,0,6,28,7,3,3,0,2,6,0.368,4.5,2.66,4.04,10.5,0,9,3,6,2018,34,69,2,Bad Start
7/14/2018,LAN201807140,530831,Andrew Heaney,heana001,15423,571760,heanean01,LAA,LAA,LAD,LAD,1,0,0,0,0,6.1,27,6,3,2,1,1,6,0.278,2.84,4.27,4.56,8.53,1.42,8.53,1.42,6.33,2018,40,61,2,Bad Start
7/15/2018,LAN201807150,530846,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,LAA,LAA,1,0,0,0,0,6.2,30,6,3,3,1,4,8,0.313,4.05,4.96,4.25,8.1,1.35,10.8,5.4,6.67,2018,37,71,1,Good Start
8/3/2018,LAN201808030,531055,Justin Verlander,verlj001,8700,434378,verlaju01,HOU,HOU,LAD,LAD,1,1,0,0,0,7.2,28,4,1,1,1,1,14,0.25,1.17,1.6,1.19,4.7,1.17,16.43,1.17,7.67,2018,29,76,1,Good Start
8/13/2018,LAN201808130,531191,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,SFG,SF,1,0,0,0,0,8,27,4,1,1,0,0,9,0.222,1.13,0.91,1.32,4.5,0,10.12,0,8,2018,32,78,1,Good Start
8/25/2018,LAN201808250,531352,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,SDP,SD,1,0,0,0,0,8,31,7,3,2,1,0,9,0.286,2.25,2.54,2.56,7.88,1.12,10.12,0,8,2018,30,77,1,Good Start
8/31/2018,LAN201808310,531417,Zack Greinke,greiz001,1943,425844,greinza01,ARI,ARI,LAD,LAD,1,0,1,0,0,7.1,30,6,3,3,2,1,5,0.19,3.68,6.16,3.74,7.36,2.45,6.14,1.23,7.33,2018,29,68,1,Good Start
9/1/2018,LAN201809010,531432,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,ARI,ARI,1,0,0,0,0,7,27,4,2,2,2,0,3,0.091,2.57,6.02,4.66,5.14,2.57,3.86,0,7,2018,24,67,1,Good Start
9/18/2018,LAN201809180,531665,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,COL,COL,1,0,0,0,0,7,29,3,2,1,1,5,3,0.1,1.29,6.3,5.86,3.86,1.29,3.86,6.43,7,2018,37,60,1,Good Start
9/18/2018,LAN201809180,531665,Kyle Freeland,freek001,16256,607536,freelky01,COL,COL,LAD,LAD,1,0,0,0,0,6.2,28,5,2,2,0,4,4,0.25,2.7,3.76,6.24,6.75,0,5.4,5.4,6.67,2018,37,66,1,Good Start
4/22/2018,TEX201804220,529733,Martin Perez,perem004,6902,527048,perezma02,TEX,TEX,SEA,SEA,1,1,0,0,0,6,27,7,2,2,0,1,4,0.333,3,2.83,4.2,10.5,0,6,1.5,6,2018,39,59,2,Bad Start
4/24/2018,TEX201804240,529755,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,OAK,OAK,1,0,1,0,0,6.1,28,5,2,2,1,2,5,0.235,2.84,6,6.3,7.11,1.42,7.11,2.84,6.33,2018,39,68,1,Good Start
4/25/2018,TEX201804250,529770,Kendall Graveman,gravk001,15514,608665,graveke01,OAK,OAK,TEX,TEX,1,0,1,0,0,6,28,6,3,3,0,4,7,0.353,4.5,2.83,3.65,9,0,10.5,6,6,2018,48,64,2,Bad Start
5/3/2018,TEX201805030,529873,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,BOS,BOS,1,1,0,0,0,6,28,7,3,3,1,3,4,0.3,4.5,5.49,5.53,10.5,1.5,6,4.5,6,2018,38,58,2,Bad Start
5/6/2018,TEX201805060,529912,Doug Fister,fistd001,9425,450729,fistedo01,TEX,TEX,BOS,BOS,1,0,1,0,0,6.1,30,9,6,6,2,2,5,0.35,8.53,7.11,4.05,12.79,2.84,7.11,2.84,6.33,2018,38,65,2,Bad Start
5/6/2018,TEX201805060,529912,Chris Sale,salec001,10603,519242,salech01,BOS,BOS,TEX,TEX,1,1,0,0,0,7,28,4,1,1,1,1,12,0.25,1.29,2.88,1.73,5.14,1.29,15.43,1.29,7,2018,32,71,1,Good Start
5/7/2018,TEX201805070,529926,Matt Moore,moorm003,1890,519043,moorema02,TEX,TEX,DET,DET,1,0,0,0,0,5.2,28,9,5,5,1,2,5,0.4,7.94,4.75,4.79,14.29,1.59,7.94,3.18,5.67,2018,31,65,2,Bad Start
5/8/2018,TEX201805080,529937,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,DET,DET,1,0,1,0,0,7,28,7,5,5,3,0,4,0.2,6.43,8.02,4.33,9,3.86,5.14,0,7,2018,30,67,1,Good Start
5/21/2018,TEX201805210,530114,Bartolo Colon,colob001,375,112526,colonba01,TEX,TEX,NYY,NYY,1,0,1,0,0,5.1,27,8,6,6,4,1,4,0.235,10.13,12.54,5.57,13.5,6.75,6.75,1.69,5.33,2018,34,65,2,Bad Start
5/22/2018,TEX201805220,530126,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,NYY,NYY,1,1,0,0,0,7,28,4,2,2,2,2,7,0.125,2.57,6.16,4.81,5.14,2.57,9,2.57,7,2018,37,63,1,Good Start
5/23/2018,TEX201805230,530141,Doug Fister,fistd001,9425,450729,fistedo01,TEX,TEX,NYY,NYY,1,0,0,0,0,4.1,27,11,8,6,3,1,2,0.381,12.46,11.93,6.74,22.85,6.23,4.15,2.08,4.33,2018,34,68,2,Bad Start
5/24/2018,TEX201805240,530149,Austin Bibens-Dirkx,bibea001,9559,502212,bibenau01,TEX,TEX,KCR,KC,1,0,1,0,0,6.1,29,8,6,4,0,1,6,0.381,5.68,2.21,3.26,11.37,0,8.53,1.42,6.33,2018,41,68,2,Bad Start
5/26/2018,TEX201805260,530175,Bartolo Colon,colob001,375,112526,colonba01,TEX,TEX,KCR,KC,1,0,0,0,0,7,28,5,3,3,0,2,4,0.227,3.86,2.88,4.06,6.43,0,5.14,2.57,7,2018,37,65,1,Good Start
5/27/2018,TEX201805270,530190,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,KCR,KC,1,0,1,0,0,6.1,29,8,5,5,2,3,2,0.273,7.11,8.06,5.25,11.37,2.84,2.84,4.26,6.33,2018,37,58,2,Bad Start
6/5/2018,TEX201806050,530314,Matt Moore,moorm003,1890,519043,moorema02,TEX,TEX,OAK,OAK,1,0,0,0,0,6,28,8,3,3,1,2,2,0.304,4.5,5.66,6.52,12,1.5,3,3,6,2018,33,65,2,Bad Start
6/7/2018,TEX201806070,530337,Cole Hamels,hamec001,4972,430935,hamelco01,TEX,TEX,HOU,HOU,1,0,1,0,0,7.1,29,7,5,5,2,2,5,0.25,6.14,6.16,5.09,8.59,2.45,6.14,2.45,7.33,2018,36,68,1,Good Start
6/10/2018,TEX201806100,530378,Dallas Keuchel,keucd001,9434,572971,keuchda01,HOU,HOU,TEX,TEX,1,0,0,0,0,4.1,27,13,6,5,0,0,3,0.565,10.38,2.47,3.99,27,0,6.23,0,4.33,2018,38,68,2,Bad Start
6/16/2018,TEX201806160,530453,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,COL,COL,1,0,0,0,0,7,28,5,2,2,0,2,6,0.25,2.57,2.3,3.72,6.43,0,7.71,2.57,7,2018,40,62,1,Good Start
6/16/2018,TEX201806160,530453,Kyle Freeland,freek001,16256,607536,freelky01,COL,COL,TEX,TEX,1,0,0,0,0,7,28,8,2,2,0,1,3,0.333,2.57,2.73,4.62,10.29,0,3.86,1.29,7,2018,36,70,1,Good Start
6/26/2018,TEX201806260,530595,Tyson Ross,rosst001,7872,475115,rossty01,SDP,SD,TEX,TEX,1,0,0,0,0,6,27,5,2,2,2,3,5,0.188,3,7.83,5.7,7.5,3,7.5,4.5,6,2018,39,61,2,Bad Start
6/27/2018,TEX201806270,530610,Clayton Richard,richc002,3551,453385,richacl01,SDP,SD,TEX,TEX,1,0,1,0,0,7,34,10,4,4,0,1,3,0.37,5.14,4.02,5.91,12.86,0,3.86,1.29,7,2018,38,67,1,Good Start
6/29/2018,TEX201806290,530625,Yovani Gallardo,gally001,8173,451596,gallayo01,TEX,TEX,CHW,CWS,1,1,0,0,0,7.1,27,4,3,3,0,1,7,0.211,3.68,1.66,2.79,4.91,0,8.59,1.23,7.33,2018,29,61,1,Good Start
7/1/2018,TEX201807010,530655,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,TEX,TEX,1,1,0,0,0,6.1,29,7,2,2,0,3,6,0.35,2.84,2.69,3.73,9.95,0,8.53,4.26,6.33,2018,38,76,1,Good Start
7/3/2018,TEX201807030,530684,Austin Bibens-Dirkx,bibea001,9559,502212,bibenau01,TEX,TEX,HOU,HOU,1,0,1,0,0,6,30,9,5,5,2,2,4,0.35,7.5,8.16,6.03,13.5,3,6,3,6,2018,44,70,2,Bad Start
7/3/2018,TEX201807030,530684,Dallas Keuchel,keucd001,9434,572971,keuchda01,HOU,HOU,TEX,TEX,1,1,0,0,0,7,27,5,2,2,0,1,7,0.263,2.57,1.59,2.77,6.43,0,9,1.29,7,2018,37,74,1,Good Start
7/4/2018,TEX201807040,530699,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,HOU,HOU,1,0,0,0,0,6,28,7,4,3,2,3,4,0.263,4.5,7.66,5.81,10.5,3,6,4.5,6,2018,35,62,2,Bad Start
7/22/2018,TEX201807220,530892,Mike Clevinger,clevm001,12808,605182,clevimi01,CLE,CLE,TEX,TEX,1,0,1,0,0,6.2,27,4,2,2,0,4,7,0.25,2.7,2.86,4.6,5.4,0,9.45,5.4,6.67,2018,42,60,1,Good Start
7/26/2018,TEX201807260,530952,Bartolo Colon,colob001,375,112526,colonba01,TEX,TEX,OAK,OAK,1,0,1,0,0,7,32,9,6,6,1,2,4,0.333,7.71,5.16,6.14,11.57,1.29,5.14,2.57,7,2018,38,68,2,Bad Start
8/2/2018,TEX201808020,531038,Yovani Gallardo,gally001,8173,451596,gallayo01,TEX,TEX,BAL,BAL,1,1,0,0,0,5.1,27,9,5,5,2,2,4,0.368,8.44,7.66,4.95,15.19,3.38,6.75,3.38,5.33,2018,42,62,2,Bad Start
8/6/2018,TEX201808060,531102,Martin Perez,perem004,6902,527048,perezma02,TEX,TEX,SEA,SEA,1,0,0,0,0,7,32,10,3,3,1,2,3,0.346,3.86,5.02,5.05,12.86,1.29,3.86,2.57,7,2018,33,65,2,Bad Start
8/7/2018,TEX201808070,531117,Bartolo Colon,colob001,375,112526,colonba01,TEX,TEX,SEA,SEA,1,1,0,0,0,7,28,8,4,4,2,0,1,0.24,5.14,6.59,5.23,10.29,2.57,1.29,0,7,2018,34,60,2,Bad Start
8/7/2018,TEX201808070,531117,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,TEX,TEX,1,0,1,0,0,6,32,8,11,7,3,4,2,0.227,10.5,11.49,7.2,12,4.5,3,6,6,2018,33,57,2,Bad Start
8/8/2018,TEX201808080,531131,Marco Gonzales,gonzm005,15467,594835,gonzama02,SEA,SEA,TEX,TEX,1,0,1,0,0,5,27,12,7,7,2,0,3,0.476,12.6,7.76,5.2,21.6,3.6,5.4,0,5,2018,24,60,2,Bad Start
8/13/2018,TEX201808130,531195,Zack Greinke,greiz001,1943,425844,greinza01,ARI,ARI,TEX,TEX,1,0,1,0,0,6.1,27,6,4,4,2,2,6,0.235,5.68,6.32,4.04,8.53,2.84,8.53,2.84,6.33,2018,38,65,2,Bad Start
8/14/2018,TEX201808140,531210,Patrick Corbin,corbp001,9323,571578,corbipa01,ARI,ARI,TEX,TEX,1,1,0,0,0,7,27,6,3,3,0,0,7,0.3,3.86,1.16,3.52,7.71,0,9,0,7,2018,30,66,1,Good Start
8/18/2018,TEX201808180,531256,Martin Perez,perem004,6902,527048,perezma02,TEX,TEX,LAA,LAA,1,0,0,0,0,6,28,9,6,6,1,2,3,0.364,9,5.33,4.81,13.5,1.5,4.5,3,6,2018,32,53,2,Bad Start
8/18/2018,TEX201808180,531256,Andrew Heaney,heana001,15423,571760,heanean01,LAA,LAA,TEX,TEX,1,0,0,0,0,5.1,28,10,6,6,0,2,5,0.476,10.13,2.41,3.65,16.88,0,8.44,3.38,5.33,2018,31,68,2,Bad Start
3/29/2018,SEA201803290,529409,Corey Kluber,klubc001,2429,446372,klubeco01,CLE,CLE,SEA,SEA,1,0,1,0,0,8,29,6,2,2,1,1,8,0.263,2.25,3.16,2.16,6.75,1.12,9,1.12,8,2018,25,66,1,Good Start
4/1/2018,SEA201804010,529448,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,CLE,CLE,1,1,0,0,0,7,29,5,2,2,1,3,4,0.19,2.57,5.16,5.19,6.43,1.29,5.14,3.86,7,2018,40,61,1,Good Start
4/13/2018,SEA201804130,529605,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,OAK,OAK,1,0,0,0,0,6,27,7,3,3,2,2,4,0.263,4.5,7.16,5.31,10.5,3,6,3,6,2018,38,56,2,Bad Start
4/16/2018,SEA201804160,529646,Dallas Keuchel,keucd001,9434,572971,keuchda01,HOU,HOU,SEA,SEA,1,0,1,0,0,8,31,6,2,2,1,1,6,0.217,2.25,3.66,3.27,6.75,1.12,6.75,1.12,8,2018,34,62,1,Good Start
5/2/2018,SEA201805020,529864,James Paxton,paxtj001,11828,572020,paxtoja01,SEA,SEA,OAK,OAK,1,0,0,0,0,7,27,5,0,0,0,1,16,0.5,0,-0.98,-0.04,6.43,0,20.57,1.29,7,2018,25,80,1,Good Start
5/5/2018,SEA201805050,529902,Marco Gonzales,gonzm005,15467,594835,gonzama02,SEA,SEA,LAA,LAA,1,0,0,0,0,6,27,9,4,4,1,1,7,0.444,6,3.49,2.7,13.5,1.5,10.5,1.5,6,2018,28,72,2,Bad Start
5/6/2018,SEA201805060,529918,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,LAA,LAA,1,0,1,0,0,5.2,28,7,5,5,2,4,5,0.294,7.94,8.1,5.55,11.12,3.18,7.94,6.35,5.67,2018,38,63,2,Bad Start
5/16/2018,SEA201805160,530051,Bartolo Colon,colob001,375,112526,colonba01,TEX,TEX,SEA,SEA,1,1,0,0,0,7.2,27,4,0,0,0,0,3,0.167,0,2.38,4.1,4.7,0,3.52,0,7.67,2018,25,71,1,Good Start
5/18/2018,SEA201805180,530067,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,DET,DET,1,0,0,0,0,6,27,6,4,3,0,3,4,0.3,4.5,3.33,5.25,9,0,6,4.5,6,2018,36,69,2,Bad Start
5/19/2018,SEA201805190,530082,James Paxton,paxtj001,11828,572020,paxtoja01,SEA,SEA,DET,DET,1,1,0,0,0,9,30,3,2,2,1,1,8,0.1,2,3.16,3.74,3,1,8,1,9,2018,34,83,1,Good Start
5/20/2018,SEA201805200,530097,Francisco Liriano,lirif001,3201,434538,liriafr01,DET,DET,SEA,SEA,1,0,0,0,0,8,27,1,0,0,0,3,5,0.053,0,3.04,5.1,1.12,0,5.62,3.38,8,2018,42,60,1,Good Start
5/27/2018,SEA201805270,530192,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,MIN,MIN,1,1,0,0,0,8,27,4,1,1,0,0,2,0.16,1.13,2.66,4.31,4.5,0,2.25,0,8,2018,24,62,1,Good Start
5/27/2018,SEA201805270,530192,Jose Berrios,berrj001,14168,621244,berrijo01,MIN,MIN,SEA,SEA,1,0,1,0,0,7.1,30,8,2,2,1,1,8,0.35,2.45,3.16,3.42,9.82,1.23,9.82,1.23,7.33,2018,34,72,1,Good Start
6/3/2018,SEA201806030,530296,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,TBR,TB,1,1,0,0,0,8,32,5,1,1,0,1,7,0.227,1.13,2.54,2.95,5.62,0,7.88,1.12,8,2018,36,70,1,Good Start
6/14/2018,SEA201806140,530426,Felix Hernandez,hernf002,4772,433587,hernafe02,SEA,SEA,BOS,BOS,1,0,1,0,0,7,28,7,2,1,1,1,6,0.3,1.29,3.73,3.06,9,1.29,7.71,1.29,7,2018,40,64,1,Good Start
6/16/2018,SEA201806160,530450,Steven Wright,wrigs001,8185,453214,wrighst01,BOS,BOS,SEA,SEA,1,0,1,0,0,7,27,5,1,1,0,2,4,0.238,1.29,2.88,3.82,6.43,0,5.14,2.57,7,2018,38,68,1,Good Start
6/29/2018,SEA201806290,530630,Marco Gonzales,gonzm005,15467,594835,gonzama02,SEA,SEA,KCR,KC,1,1,0,0,0,9,31,6,1,1,0,0,7,0.261,1,1.94,2.86,6,0,7,0,9,2018,25,71,1,Good Start
6/30/2018,SEA201806300,530645,Jason Hammel,hammj002,4538,434628,hammeja01,KCR,KC,SEA,SEA,1,0,1,0,0,6,30,13,6,6,1,0,4,0.48,9,3.99,5.41,19.5,1.5,6,0,6,2018,24,70,2,Bad Start
7/1/2018,SEA201807010,530660,James Paxton,paxtj001,11828,572020,paxtoja01,SEA,SEA,KCR,KC,1,1,0,0,0,8,28,2,0,0,0,2,11,0.133,0,1.16,2.4,2.25,0,12.38,2.25,8,2018,31,79,1,Good Start
7/1/2018,SEA201807010,530660,Brad Keller,kellb003,15734,641745,kellebr01,KCR,KC,SEA,SEA,1,0,1,0,0,8,29,6,1,1,0,0,3,0.231,1.13,2.41,4.27,6.75,0,3.38,0,8,2018,38,64,1,Good Start
7/3/2018,SEA201807030,530685,Andrew Heaney,heana001,15423,571760,heanean01,LAA,LAA,SEA,SEA,1,0,1,0,0,7,30,5,3,2,0,2,10,0.278,2.57,1.16,1.63,6.43,0,12.86,2.57,7,2018,31,75,1,Good Start
7/7/2018,SEA201807070,530736,James Paxton,paxtj001,11828,572020,paxtoja01,SEA,SEA,COL,COL,1,0,1,0,0,7,29,7,4,4,1,1,9,0.333,5.14,2.88,2.91,9,1.29,11.57,1.29,7,2018,23,75,1,Good Start
7/8/2018,SEA201807080,530751,Antonio Senzatela,senza001,15488,622608,senzaan01,COL,COL,SEA,SEA,1,0,1,0,0,6,27,5,6,6,1,3,2,0.2,9,6.66,6.42,7.5,1.5,3,4.5,6,2018,40,61,2,Bad Start
7/20/2018,SEA201807200,530861,James Shields,shiej002,7059,448306,shielja02,CHW,CWS,SEA,SEA,1,0,1,0,0,7,27,7,2,1,0,1,5,0.333,1.29,2.16,4.28,9,0,6.43,1.29,7,2018,41,62,1,Good Start
7/21/2018,SEA201807210,530876,Dylan Covey,coved001,14825,592229,coveydy01,CHW,CWS,SEA,SEA,1,1,0,0,0,8.1,29,2,0,0,0,2,5,0.091,0,2.68,3.47,2.16,0,5.4,2.16,8.33,2018,39,66,1,Good Start
7/30/2018,SEA201807300,531003,Gerrit Cole,coleg001,13125,543037,colege01,HOU,HOU,SEA,SEA,1,0,1,0,0,6.2,27,4,2,2,0,2,8,0.25,2.7,2.11,3.85,5.4,0,10.8,2.7,6.67,2018,29,72,1,Good Start
8/1/2018,SEA201808010,531030,Dallas Keuchel,keucd001,9434,572971,keuchda01,HOU,HOU,SEA,SEA,1,1,0,0,0,7,28,8,3,3,1,1,2,0.292,3.86,4.88,4.2,10.29,1.29,2.57,1.29,7,2018,27,72,1,Good Start
8/3/2018,SEA201808030,531063,Marco Gonzales,gonzm005,15467,594835,gonzama02,SEA,SEA,TOR,TOR,1,0,1,0,0,7,28,7,4,4,2,0,7,0.263,5.14,4.88,3.05,9,2.57,9,0,7,2018,20,63,1,Good Start
8/3/2018,SEA201808030,531063,Ryan Borucki,borur001,16350,621366,borucry01,TOR,TOR,SEA,SEA,1,1,0,0,0,8,29,4,1,0,0,0,2,0.148,0,2.66,4.52,4.5,0,2.25,0,8,2018,36,75,1,Good Start
8/5/2018,SEA201808050,531093,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,TOR,TOR,1,0,0,0,0,6.2,27,9,3,3,1,0,5,0.381,4.05,3.61,3.4,12.15,1.35,6.75,0,6.67,2018,24,60,2,Bad Start
8/5/2018,SEA201808050,531093,Sam Gaviglio,gavis001,12778,543208,gavigsa01,TOR,TOR,SEA,SEA,1,0,0,0,0,5.2,27,7,3,3,1,3,7,0.375,4.76,4.57,4.03,11.12,1.59,11.12,4.76,5.67,2018,33,56,2,Bad Start
9/5/2018,SEA201809050,531492,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,BAL,BAL,1,1,0,0,0,6,29,7,2,0,0,0,4,0.292,0,2.33,3.7,10.5,0,6,0,6,2018,28,68,1,Good Start
9/7/2018,SEA201809070,531519,Masahiro Tanaka,tanam001,15764,547888,tanakma01,NYY,NYY,SEA,SEA,1,1,0,0,0,8,27,3,0,0,0,0,10,0.176,0,0.66,1.28,3.38,0,11.25,0,8,2018,28,74,1,Good Start
9/29/2018,SEA201809290,531820,Adrian Sampson,sampa001,13339,592716,sampsad01,TEX,TEX,SEA,SEA,1,0,1,0,0,6.2,27,7,3,2,0,0,4,0.304,2.7,1.96,4.69,9.45,0,5.4,0,6.67,2018,19,55,1,Good Start
4/16/2018,NYN201804160,529653,Jacob deGrom,degrj001,10954,594798,degroja01,NYM,NYM,WSN,WSH,1,0,0,0,0,7.1,28,6,3,3,1,1,12,0.357,3.68,2.07,1.2,7.36,1.23,14.73,1.23,7.33,2018,27,76,1,Good Start
4/17/2018,NYN201804170,529668,Zach Wheeler,wheez001,10310,554430,wheelza01,NYM,NYM,WSN,WSH,1,0,1,0,0,6,27,7,3,3,0,3,2,0.318,4.5,3.99,6.2,10.5,0,3,4.5,6,2018,35,64,2,Bad Start
4/18/2018,NYN201804180,529682,Tanner Roark,roart001,8753,543699,roarkta01,WSN,WSH,NYM,NYM,1,0,0,0,0,7,27,2,2,2,0,3,6,0.118,2.57,3.16,4.1,2.57,0,7.71,3.86,7,2018,42,61,1,Good Start
5/1/2018,NYN201805010,529841,Noah Syndergaard,syndn001,11762,592789,syndeno01,NYM,NYM,ATL,ATL,1,0,1,0,0,6,29,10,3,3,0,1,3,0.417,4.5,3.16,5.09,15,0,4.5,1.5,6,2018,32,59,2,Bad Start
5/4/2018,NYN201805040,529884,Zach Wheeler,wheez001,10310,554430,wheelza01,NYM,NYM,COL,COL,1,0,1,0,0,6,31,10,8,8,2,3,3,0.348,12,7.99,5.86,15,3,4.5,4.5,6,2018,36,64,2,Bad Start
5/5/2018,NYN201805050,529899,Chad Bettis,bettc001,10587,518452,bettich01,COL,COL,NYM,NYM,1,1,0,0,0,7,27,6,0,0,0,1,2,0.25,0,3.02,4.43,7.71,0,2.57,1.29,7,2018,33,61,1,Good Start
5/6/2018,NYN201805060,529915,Noah Syndergaard,syndn001,11762,592789,syndeno01,NYM,NYM,COL,COL,1,0,0,0,0,6,27,6,2,2,1,4,5,0.313,3,6.16,5.65,9,1.5,7.5,6,6,2018,38,57,2,Bad Start
5/18/2018,NYN201805180,530062,Zack Godley,godlz001,14862,643327,godleza01,ARI,ARI,NYM,NYM,1,0,1,0,0,6,27,4,3,1,0,4,6,0.235,1.5,3.16,4.54,6,0,9,6,6,2018,45,61,1,Good Start
5/20/2018,NYN201805200,530092,Noah Syndergaard,syndn001,11762,592789,syndeno01,NYM,NYM,ARI,ARI,1,1,0,0,0,7,27,6,1,1,0,1,7,0.316,1.29,1.59,2.53,7.71,0,9,1.29,7,2018,32,70,1,Good Start
5/23/2018,NYN201805230,530140,Jacob deGrom,degrj001,10954,594798,degroja01,NYM,NYM,MIA,MIA,1,0,0,0,0,7,30,4,0,0,0,2,8,0.222,0,2.59,4.24,5.14,0,10.29,2.57,7,2018,39,70,1,Good Start
